time;global_x;global_y;global_yaw;relative_x;relative_y;relative_yaw
4333543063;3.05;0.875;0.513044179111;1.90942913023;-0.62487921097;-0.850000023842
4333730936;3.05;0.875;0.513044179111;1.90965352451;-0.625134646328;-0.850000023842
4337352038;2.9625;0.875;0.543355514795;1.90965352451;-0.625134646328;-0.850000023842
4377629996;2.9625;0.875;0.543355514795;1.91722028325;-0.634008279347;-0.879999995232
4378173113;2.9625;0.875;0.543355514795;1.91871503991;-0.635816432839;-0.879999995232
4378438950;2.9625;0.875;0.543355514795;1.91914830272;-0.636340535305;-0.879999995232
4379563094;2.9625;0.875;0.543355514795;1.91958156553;-0.636864637771;-0.879999995232
4379727126;2.9625;0.875;0.543355514795;1.91979819693;-0.637126689004;-0.879999995232
4379873038;2.9625;0.875;0.543355514795;1.92001482833;-0.637388740237;-0.879999995232
4379992962;2.9625;0.875;0.543355514795;1.92023145973;-0.63765079147;-0.879999995232
4380105973;2.9625;0.875;0.543355514795;1.92068638567;-0.638201099044;-0.879999995232
4380203963;2.9625;0.875;0.543355514795;1.92090301707;-0.638463150277;-0.879999995232
4380311966;2.9625;0.875;0.543355514795;1.92133627988;-0.638987252743;-0.879999995232
4380621910;2.9625;0.875;0.543355514795;1.92176954268;-0.639511355209;-0.879999995232
4380739928;2.9625;0.875;0.543355514795;1.92220280549;-0.640035457675;-0.879999995232
4380856038;2.9625;0.875;0.543355514795;1.92263606829;-0.640559560141;-0.879999995232
4381011010;2.9625;0.875;0.543355514795;1.9228526997;-0.640821611374;-0.879999995232
4381120921;2.9625;0.875;0.543355514795;1.9232859625;-0.64134571384;-0.879999995232
4394793034;3.0;0.875;0.579669563093;1.9232859625;-0.64134571384;-0.879999995232
4420731068;3.0;0.875;0.579669563093;1.92371922531;-0.641869816306;-0.879999995232
4420974970;3.0;0.875;0.579669563093;1.92417125681;-0.642422492371;-0.889999985695
4421169997;3.0;0.875;0.579669563093;1.92455645699;-0.642898060287;-0.889999985695
4421489001;3.0;0.875;0.579669563093;1.9249844572;-0.6434264691;-0.889999985695
4421783924;3.0;0.875;0.579669563093;1.92584045762;-0.644483286725;-0.889999985695
4422078133;3.0;0.875;0.579669563093;1.92648245794;-0.645275899945;-0.889999985695
4422356129;3.0;0.875;0.579669563093;1.92733845833;-0.64633271754;-0.889999985695
4422538996;3.0;0.875;0.579669563093;1.92776645854;-0.646861126353;-0.889999985695
4422708989;3.0;0.875;0.579669563093;1.92819445875;-0.647389535165;-0.889999985695
4422873974;3.0;0.875;0.579669563093;1.92905045918;-0.648446352791;-0.889999985695
4423032999;3.0;0.875;0.579669563093;1.92947845939;-0.648974761604;-0.889999985695
4423191071;3.0;0.875;0.579669563093;1.9299064596;-0.649503170417;-0.889999985695
4423349142;3.0;0.875;0.579669563093;1.93033445981;-0.65003157923;-0.889999985695
4423524142;3.0;0.875;0.579669563093;1.93054845991;-0.650295783636;-0.889999985695
4423708916;3.0;0.875;0.579669563093;1.93114785822;-0.65104565073;-0.899999976158
4423896075;3.0;0.875;0.579669563093;1.93172595554;-0.651774144782;-0.899999976158
4424191952;3.0;0.875;0.579669563093;1.93189938472;-0.651992692984;-0.899999976158
4424382925;3.0;0.875;0.579669563093;1.93209208383;-0.652235524335;-0.899999976158
4424694062;3.0;0.875;0.579669563093;1.93286288026;-0.653206849738;-0.899999976158
4463333130;2.95;0.875;0.614535626885;1.93286288026;-0.653206849738;-0.899999976158
4465773106;2.95;0.875;0.614535626885;1.93420714187;-0.654910307264;-0.910000026226
4466556073;2.95;0.875;0.614535626885;1.93439740306;-0.655155053442;-0.910000026226
4466784954;2.95;0.875;0.614535626885;1.93534870899;-0.656378784331;-0.910000026226
4470024109;2.95;0.875;0.614535626885;1.93915559204;-0.661336778595;-0.920000016689
4470188141;2.95;0.875;0.614535626885;1.9393615709;-0.661607283164;-0.920000016689
